,Garda Station
990,"63101 Balbriggan, D.M.R. Northern Division"
991,"63101 Balbriggan, D.M.R. Northern Division"
992,"63101 Balbriggan, D.M.R. Northern Division"
993,"63101 Balbriggan, D.M.R. Northern Division"
994,"63101 Balbriggan, D.M.R. Northern Division"
995,"63101 Balbriggan, D.M.R. Northern Division"
996,"66201 Ballyfermot, D.M.R. Western Division"
997,"66201 Ballyfermot, D.M.R. Western Division"
998,"66201 Ballyfermot, D.M.R. Western Division"
999,"66201 Ballyfermot, D.M.R. Western Division"
1000,"66201 Ballyfermot, D.M.R. Western Division"
1001,"66201 Ballyfermot, D.M.R. Western Division"
1002,"66201 Ballyfermot, D.M.R. Western Division"
1003,"66201 Ballyfermot, D.M.R. Western Division"
1004,"66201 Ballyfermot, D.M.R. Western Division"
1005,"66201 Ballyfermot, D.M.R. Western Division"
1006,"66201 Ballyfermot, D.M.R. Western Division"
1007,"66201 Ballyfermot, D.M.R. Western Division"
1008,"63201 Ballymun, D.M.R. Northern Division"
1009,"63201 Ballymun, D.M.R. Northern Division"
1010,"63201 Ballymun, D.M.R. Northern Division"
1011,"63201 Ballymun, D.M.R. Northern Division"
1012,"63201 Ballymun, D.M.R. Northern Division"
1013,"63201 Ballymun, D.M.R. Northern Division"
1014,"63201 Ballymun, D.M.R. Northern Division"
1015,"63201 Ballymun, D.M.R. Northern Division"
1016,"63201 Ballymun, D.M.R. Northern Division"
1017,"63201 Ballymun, D.M.R. Northern Division"
1018,"63201 Ballymun, D.M.R. Northern Division"
1019,"63201 Ballymun, D.M.R. Northern Division"
1020,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1021,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1022,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1023,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1024,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1025,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1026,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1027,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1028,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1029,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1030,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1031,"65101 Blackrock, Co Dublin, D.M.R. Eastern Division"
1032,"66101 Blanchardstown, D.M.R. Western Division"
1033,"66101 Blanchardstown, D.M.R. Western Division"
1034,"66101 Blanchardstown, D.M.R. Western Division"
1035,"66101 Blanchardstown, D.M.R. Western Division"
1036,"66101 Blanchardstown, D.M.R. Western Division"
1037,"66101 Blanchardstown, D.M.R. Western Division"
1038,"66101 Blanchardstown, D.M.R. Western Division"
1039,"66101 Blanchardstown, D.M.R. Western Division"
1040,"66101 Blanchardstown, D.M.R. Western Division"
1041,"66101 Blanchardstown, D.M.R. Western Division"
1042,"66101 Blanchardstown, D.M.R. Western Division"
1043,"66101 Blanchardstown, D.M.R. Western Division"
1044,"62101 Bridewell Dublin, D.M.R. North Central Division"
1045,"62101 Bridewell Dublin, D.M.R. North Central Division"
1046,"62101 Bridewell Dublin, D.M.R. North Central Division"
1047,"62101 Bridewell Dublin, D.M.R. North Central Division"
1048,"62101 Bridewell Dublin, D.M.R. North Central Division"
1049,"62101 Bridewell Dublin, D.M.R. North Central Division"
1050,"62101 Bridewell Dublin, D.M.R. North Central Division"
1051,"62101 Bridewell Dublin, D.M.R. North Central Division"
1052,"62101 Bridewell Dublin, D.M.R. North Central Division"
1053,"62101 Bridewell Dublin, D.M.R. North Central Division"
1054,"62101 Bridewell Dublin, D.M.R. North Central Division"
1055,"62101 Bridewell Dublin, D.M.R. North Central Division"
1056,"65201 Cabinteely, D.M.R. Eastern Division"
1057,"65201 Cabinteely, D.M.R. Eastern Division"
1058,"65201 Cabinteely, D.M.R. Eastern Division"
1059,"65201 Cabinteely, D.M.R. Eastern Division"
1060,"65201 Cabinteely, D.M.R. Eastern Division"
1061,"65201 Cabinteely, D.M.R. Eastern Division"
1062,"65201 Cabinteely, D.M.R. Eastern Division"
1063,"65201 Cabinteely, D.M.R. Eastern Division"
1064,"65201 Cabinteely, D.M.R. Eastern Division"
1065,"65201 Cabinteely, D.M.R. Eastern Division"
1066,"65201 Cabinteely, D.M.R. Eastern Division"
1067,"65201 Cabinteely, D.M.R. Eastern Division"
1068,"66102 Cabra, D.M.R. Western Division"
1069,"66102 Cabra, D.M.R. Western Division"
1070,"66102 Cabra, D.M.R. Western Division"
1071,"66102 Cabra, D.M.R. Western Division"
1072,"66102 Cabra, D.M.R. Western Division"
1073,"66102 Cabra, D.M.R. Western Division"
1074,"66102 Cabra, D.M.R. Western Division"
1075,"66102 Cabra, D.M.R. Western Division"
1076,"66102 Cabra, D.M.R. Western Division"
1077,"66102 Cabra, D.M.R. Western Division"
1078,"66102 Cabra, D.M.R. Western Division"
1079,"66102 Cabra, D.M.R. Western Division"
1080,"66202 Clondalkin, D.M.R. Western Division"
1081,"66202 Clondalkin, D.M.R. Western Division"
1082,"66202 Clondalkin, D.M.R. Western Division"
1083,"66202 Clondalkin, D.M.R. Western Division"
1084,"66202 Clondalkin, D.M.R. Western Division"
1085,"66202 Clondalkin, D.M.R. Western Division"
1086,"66202 Clondalkin, D.M.R. Western Division"
1087,"66202 Clondalkin, D.M.R. Western Division"
1088,"66202 Clondalkin, D.M.R. Western Division"
1089,"66202 Clondalkin, D.M.R. Western Division"
1090,"66202 Clondalkin, D.M.R. Western Division"
1091,"66202 Clondalkin, D.M.R. Western Division"
1092,"63401 Clontarf, D.M.R. Northern Division"
1093,"63401 Clontarf, D.M.R. Northern Division"
1094,"63401 Clontarf, D.M.R. Northern Division"
1095,"63401 Clontarf, D.M.R. Northern Division"
1096,"63401 Clontarf, D.M.R. Northern Division"
1097,"63401 Clontarf, D.M.R. Northern Division"
1098,"63401 Clontarf, D.M.R. Northern Division"
1099,"63401 Clontarf, D.M.R. Northern Division"
1100,"63401 Clontarf, D.M.R. Northern Division"
1101,"63401 Clontarf, D.M.R. Northern Division"
1102,"63401 Clontarf, D.M.R. Northern Division"
1103,"63401 Clontarf, D.M.R. Northern Division"
1104,"63301 Coolock, D.M.R. Northern Division"
1105,"63301 Coolock, D.M.R. Northern Division"
1106,"63301 Coolock, D.M.R. Northern Division"
1107,"63301 Coolock, D.M.R. Northern Division"
1108,"63301 Coolock, D.M.R. Northern Division"
1109,"63301 Coolock, D.M.R. Northern Division"
1110,"63301 Coolock, D.M.R. Northern Division"
1111,"63301 Coolock, D.M.R. Northern Division"
1112,"63301 Coolock, D.M.R. Northern Division"
1113,"63301 Coolock, D.M.R. Northern Division"
1114,"63301 Coolock, D.M.R. Northern Division"
1115,"63301 Coolock, D.M.R. Northern Division"
1116,"64101 Crumlin, D.M.R. Southern Division"
1117,"64101 Crumlin, D.M.R. Southern Division"
1118,"64101 Crumlin, D.M.R. Southern Division"
1119,"64101 Crumlin, D.M.R. Southern Division"
1120,"64101 Crumlin, D.M.R. Southern Division"
1121,"64101 Crumlin, D.M.R. Southern Division"
1122,"64101 Crumlin, D.M.R. Southern Division"
1123,"64101 Crumlin, D.M.R. Southern Division"
1124,"64101 Crumlin, D.M.R. Southern Division"
1125,"64101 Crumlin, D.M.R. Southern Division"
1126,"64101 Crumlin, D.M.R. Southern Division"
1127,"64101 Crumlin, D.M.R. Southern Division"
1128,"61101 Donnybrook, D.M.R. South Central Division"
1129,"61101 Donnybrook, D.M.R. South Central Division"
1130,"61101 Donnybrook, D.M.R. South Central Division"
1131,"61101 Donnybrook, D.M.R. South Central Division"
1132,"61101 Donnybrook, D.M.R. South Central Division"
1133,"61101 Donnybrook, D.M.R. South Central Division"
1134,"61101 Donnybrook, D.M.R. South Central Division"
1135,"61101 Donnybrook, D.M.R. South Central Division"
1136,"61101 Donnybrook, D.M.R. South Central Division"
1137,"61101 Donnybrook, D.M.R. South Central Division"
1138,"61101 Donnybrook, D.M.R. South Central Division"
1139,"61101 Donnybrook, D.M.R. South Central Division"
1140,"63202 Dublin Airport, D.M.R. Northern Division"
1141,"63202 Dublin Airport, D.M.R. Northern Division"
1142,"63202 Dublin Airport, D.M.R. Northern Division"
1143,"63202 Dublin Airport, D.M.R. Northern Division"
1144,"63202 Dublin Airport, D.M.R. Northern Division"
1145,"63202 Dublin Airport, D.M.R. Northern Division"
1146,"63202 Dublin Airport, D.M.R. Northern Division"
1147,"63202 Dublin Airport, D.M.R. Northern Division"
1148,"63202 Dublin Airport, D.M.R. Northern Division"
1149,"63202 Dublin Airport, D.M.R. Northern Division"
1150,"63202 Dublin Airport, D.M.R. Northern Division"
1151,"63202 Dublin Airport, D.M.R. Northern Division"
1152,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1153,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1154,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1155,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1156,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1157,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1158,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1159,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1160,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1161,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1162,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1163,"65203 Dun Laoghaire, D.M.R. Eastern Division"
1164,"65102 Dundrum, D.M.R. Eastern Division"
1165,"65102 Dundrum, D.M.R. Eastern Division"
1166,"65102 Dundrum, D.M.R. Eastern Division"
1167,"65102 Dundrum, D.M.R. Eastern Division"
1168,"65102 Dundrum, D.M.R. Eastern Division"
1169,"65102 Dundrum, D.M.R. Eastern Division"
1170,"65102 Dundrum, D.M.R. Eastern Division"
1171,"65102 Dundrum, D.M.R. Eastern Division"
1172,"65102 Dundrum, D.M.R. Eastern Division"
1173,"65102 Dundrum, D.M.R. Eastern Division"
1174,"65102 Dundrum, D.M.R. Eastern Division"
1175,"65102 Dundrum, D.M.R. Eastern Division"
1176,"66103 Finglas, D.M.R. Western Division"
1177,"66103 Finglas, D.M.R. Western Division"
1178,"66103 Finglas, D.M.R. Western Division"
1179,"66103 Finglas, D.M.R. Western Division"
1180,"66103 Finglas, D.M.R. Western Division"
1181,"66103 Finglas, D.M.R. Western Division"
1182,"66103 Finglas, D.M.R. Western Division"
1183,"66103 Finglas, D.M.R. Western Division"
1184,"66103 Finglas, D.M.R. Western Division"
1185,"66103 Finglas, D.M.R. Western Division"
1186,"66103 Finglas, D.M.R. Western Division"
1187,"66103 Finglas, D.M.R. Western Division"
1188,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1189,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1190,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1191,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1192,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1193,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1194,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1195,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1196,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1197,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1198,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1199,"62202 Fitzgibbon Street, D.M.R. North Central Division"
1200,"63102 Garristown, D.M.R. Northern Division"
1201,"63102 Garristown, D.M.R. Northern Division"
1202,"63102 Garristown, D.M.R. Northern Division"
1203,"63102 Garristown, D.M.R. Northern Division"
1204,"63102 Garristown, D.M.R. Northern Division"
1205,"63102 Garristown, D.M.R. Northern Division"
1206,"63102 Garristown, D.M.R. Northern Division"
1207,"63102 Garristown, D.M.R. Northern Division"
1208,"63102 Garristown, D.M.R. Northern Division"
1209,"63102 Garristown, D.M.R. Northern Division"
1210,"63102 Garristown, D.M.R. Northern Division"
1211,"63102 Garristown, D.M.R. Northern Division"
1212,"63402 Howth, D.M.R. Northern Division"
1213,"63402 Howth, D.M.R. Northern Division"
1214,"63402 Howth, D.M.R. Northern Division"
1215,"63402 Howth, D.M.R. Northern Division"
1216,"63402 Howth, D.M.R. Northern Division"
1217,"63402 Howth, D.M.R. Northern Division"
1218,"63402 Howth, D.M.R. Northern Division"
1219,"63402 Howth, D.M.R. Northern Division"
1220,"63402 Howth, D.M.R. Northern Division"
1221,"63402 Howth, D.M.R. Northern Division"
1222,"63402 Howth, D.M.R. Northern Division"
1223,"63402 Howth, D.M.R. Northern Division"
1224,"61102 Irishtown, D.M.R. South Central Division"
1225,"61102 Irishtown, D.M.R. South Central Division"
1226,"61102 Irishtown, D.M.R. South Central Division"
1227,"61102 Irishtown, D.M.R. South Central Division"
1228,"61102 Irishtown, D.M.R. South Central Division"
1229,"61102 Irishtown, D.M.R. South Central Division"
1230,"61102 Irishtown, D.M.R. South Central Division"
1231,"61102 Irishtown, D.M.R. South Central Division"
1232,"61102 Irishtown, D.M.R. South Central Division"
1233,"61102 Irishtown, D.M.R. South Central Division"
1234,"61102 Irishtown, D.M.R. South Central Division"
1235,"61102 Irishtown, D.M.R. South Central Division"
1236,"61301 Kevin Street, D.M.R. South Central Division"
1237,"61301 Kevin Street, D.M.R. South Central Division"
1238,"61301 Kevin Street, D.M.R. South Central Division"
1239,"61301 Kevin Street, D.M.R. South Central Division"
1240,"61301 Kevin Street, D.M.R. South Central Division"
1241,"61301 Kevin Street, D.M.R. South Central Division"
1242,"61301 Kevin Street, D.M.R. South Central Division"
1243,"61301 Kevin Street, D.M.R. South Central Division"
1244,"61301 Kevin Street, D.M.R. South Central Division"
1245,"61301 Kevin Street, D.M.R. South Central Division"
1246,"61301 Kevin Street, D.M.R. South Central Division"
1247,"61301 Kevin Street, D.M.R. South Central Division"
1248,"61302 Kilmainham, D.M.R. South Central Division"
1249,"61302 Kilmainham, D.M.R. South Central Division"
1250,"61302 Kilmainham, D.M.R. South Central Division"
1251,"61302 Kilmainham, D.M.R. South Central Division"
1252,"61302 Kilmainham, D.M.R. South Central Division"
1253,"61302 Kilmainham, D.M.R. South Central Division"
1254,"61302 Kilmainham, D.M.R. South Central Division"
1255,"61302 Kilmainham, D.M.R. South Central Division"
1256,"61302 Kilmainham, D.M.R. South Central Division"
1257,"61302 Kilmainham, D.M.R. South Central Division"
1258,"61302 Kilmainham, D.M.R. South Central Division"
1259,"61302 Kilmainham, D.M.R. South Central Division"
1260,"66301 Lucan, D.M.R. Western Division"
1261,"66301 Lucan, D.M.R. Western Division"
1262,"66301 Lucan, D.M.R. Western Division"
1263,"66301 Lucan, D.M.R. Western Division"
1264,"66301 Lucan, D.M.R. Western Division"
1265,"66301 Lucan, D.M.R. Western Division"
1266,"66301 Lucan, D.M.R. Western Division"
1267,"66301 Lucan, D.M.R. Western Division"
1268,"66301 Lucan, D.M.R. Western Division"
1269,"66301 Lucan, D.M.R. Western Division"
1270,"66301 Lucan, D.M.R. Western Division"
1271,"66301 Lucan, D.M.R. Western Division"
1272,"63103 Lusk, D.M.R. Northern Division"
1273,"63103 Lusk, D.M.R. Northern Division"
1274,"63103 Lusk, D.M.R. Northern Division"
1275,"63103 Lusk, D.M.R. Northern Division"
1276,"63103 Lusk, D.M.R. Northern Division"
1277,"63103 Lusk, D.M.R. Northern Division"
1278,"63103 Lusk, D.M.R. Northern Division"
1279,"63103 Lusk, D.M.R. Northern Division"
1280,"63103 Lusk, D.M.R. Northern Division"
1281,"63103 Lusk, D.M.R. Northern Division"
1282,"63103 Lusk, D.M.R. Northern Division"
1283,"63103 Lusk, D.M.R. Northern Division"
1284,"63302 Malahide, D.M.R. Northern Division"
1285,"63302 Malahide, D.M.R. Northern Division"
1286,"63302 Malahide, D.M.R. Northern Division"
1287,"63302 Malahide, D.M.R. Northern Division"
1288,"63302 Malahide, D.M.R. Northern Division"
1289,"63302 Malahide, D.M.R. Northern Division"
1290,"63302 Malahide, D.M.R. Northern Division"
1291,"63302 Malahide, D.M.R. Northern Division"
1292,"63302 Malahide, D.M.R. Northern Division"
1293,"63302 Malahide, D.M.R. Northern Division"
1294,"63302 Malahide, D.M.R. Northern Division"
1295,"63302 Malahide, D.M.R. Northern Division"
1296,"62203 Mountjoy, D.M.R. North Central Division"
1297,"62203 Mountjoy, D.M.R. North Central Division"
1298,"62203 Mountjoy, D.M.R. North Central Division"
1299,"62203 Mountjoy, D.M.R. North Central Division"
1300,"62203 Mountjoy, D.M.R. North Central Division"
1301,"62203 Mountjoy, D.M.R. North Central Division"
1302,"62203 Mountjoy, D.M.R. North Central Division"
1303,"62203 Mountjoy, D.M.R. North Central Division"
1304,"62203 Mountjoy, D.M.R. North Central Division"
1305,"62203 Mountjoy, D.M.R. North Central Division"
1306,"62203 Mountjoy, D.M.R. North Central Division"
1307,"62203 Mountjoy, D.M.R. North Central Division"
1308,"61202 Pearse Street, D.M.R. South Central Division"
1309,"61202 Pearse Street, D.M.R. South Central Division"
1310,"61202 Pearse Street, D.M.R. South Central Division"
1311,"61202 Pearse Street, D.M.R. South Central Division"
1312,"61202 Pearse Street, D.M.R. South Central Division"
1313,"61202 Pearse Street, D.M.R. South Central Division"
1314,"61202 Pearse Street, D.M.R. South Central Division"
1315,"61202 Pearse Street, D.M.R. South Central Division"
1316,"61202 Pearse Street, D.M.R. South Central Division"
1317,"61202 Pearse Street, D.M.R. South Central Division"
1318,"61202 Pearse Street, D.M.R. South Central Division"
1319,"61202 Pearse Street, D.M.R. South Central Division"
1320,"63403 Raheny, D.M.R. Northern Division"
1321,"63403 Raheny, D.M.R. Northern Division"
1322,"63403 Raheny, D.M.R. Northern Division"
1323,"63403 Raheny, D.M.R. Northern Division"
1324,"63403 Raheny, D.M.R. Northern Division"
1325,"63403 Raheny, D.M.R. Northern Division"
1326,"63403 Raheny, D.M.R. Northern Division"
1327,"63403 Raheny, D.M.R. Northern Division"
1328,"63403 Raheny, D.M.R. Northern Division"
1329,"63403 Raheny, D.M.R. Northern Division"
1330,"63403 Raheny, D.M.R. Northern Division"
1331,"63403 Raheny, D.M.R. Northern Division"
1332,"66203 Rathcoole, D.M.R. Western Division"
1333,"66203 Rathcoole, D.M.R. Western Division"
1334,"66203 Rathcoole, D.M.R. Western Division"
1335,"66203 Rathcoole, D.M.R. Western Division"
1336,"66203 Rathcoole, D.M.R. Western Division"
1337,"66203 Rathcoole, D.M.R. Western Division"
1338,"66203 Rathcoole, D.M.R. Western Division"
1339,"66203 Rathcoole, D.M.R. Western Division"
1340,"66203 Rathcoole, D.M.R. Western Division"
1341,"66203 Rathcoole, D.M.R. Western Division"
1342,"66203 Rathcoole, D.M.R. Western Division"
1343,"66203 Rathcoole, D.M.R. Western Division"
1344,"64201 Rathfarnham, D.M.R. Southern Division"
1345,"64201 Rathfarnham, D.M.R. Southern Division"
1346,"64201 Rathfarnham, D.M.R. Southern Division"
1347,"64201 Rathfarnham, D.M.R. Southern Division"
1348,"64201 Rathfarnham, D.M.R. Southern Division"
1349,"64201 Rathfarnham, D.M.R. Southern Division"
1350,"64201 Rathfarnham, D.M.R. Southern Division"
1351,"64201 Rathfarnham, D.M.R. Southern Division"
1352,"64201 Rathfarnham, D.M.R. Southern Division"
1353,"64201 Rathfarnham, D.M.R. Southern Division"
1354,"64201 Rathfarnham, D.M.R. Southern Division"
1355,"64201 Rathfarnham, D.M.R. Southern Division"
1356,"64301 Rathmines, D.M.R. Southern Division"
1357,"64301 Rathmines, D.M.R. Southern Division"
1358,"64301 Rathmines, D.M.R. Southern Division"
1359,"64301 Rathmines, D.M.R. Southern Division"
1360,"64301 Rathmines, D.M.R. Southern Division"
1361,"64301 Rathmines, D.M.R. Southern Division"
1362,"64301 Rathmines, D.M.R. Southern Division"
1363,"64301 Rathmines, D.M.R. Southern Division"
1364,"64301 Rathmines, D.M.R. Southern Division"
1365,"64301 Rathmines, D.M.R. Southern Division"
1366,"64301 Rathmines, D.M.R. Southern Division"
1367,"64301 Rathmines, D.M.R. Southern Division"
1368,"66302 Ronanstown, D.M.R. Western Division"
1369,"66302 Ronanstown, D.M.R. Western Division"
1370,"66302 Ronanstown, D.M.R. Western Division"
1371,"66302 Ronanstown, D.M.R. Western Division"
1372,"66302 Ronanstown, D.M.R. Western Division"
1373,"66302 Ronanstown, D.M.R. Western Division"
1374,"66302 Ronanstown, D.M.R. Western Division"
1375,"66302 Ronanstown, D.M.R. Western Division"
1376,"66302 Ronanstown, D.M.R. Western Division"
1377,"66302 Ronanstown, D.M.R. Western Division"
1378,"66302 Ronanstown, D.M.R. Western Division"
1379,"66302 Ronanstown, D.M.R. Western Division"
1380,"63203 Santry, D.M.R. Northern Division"
1381,"63203 Santry, D.M.R. Northern Division"
1382,"63203 Santry, D.M.R. Northern Division"
1383,"63203 Santry, D.M.R. Northern Division"
1384,"63203 Santry, D.M.R. Northern Division"
1385,"63203 Santry, D.M.R. Northern Division"
1386,"63203 Santry, D.M.R. Northern Division"
1387,"63203 Santry, D.M.R. Northern Division"
1388,"63203 Santry, D.M.R. Northern Division"
1389,"63203 Santry, D.M.R. Northern Division"
1390,"63203 Santry, D.M.R. Northern Division"
1391,"63203 Santry, D.M.R. Northern Division"
1392,"65205 Shankill, D.M.R. Eastern Division"
1393,"65205 Shankill, D.M.R. Eastern Division"
1394,"65205 Shankill, D.M.R. Eastern Division"
1395,"65205 Shankill, D.M.R. Eastern Division"
1396,"65205 Shankill, D.M.R. Eastern Division"
1397,"65205 Shankill, D.M.R. Eastern Division"
1398,"65205 Shankill, D.M.R. Eastern Division"
1399,"65205 Shankill, D.M.R. Eastern Division"
1400,"65205 Shankill, D.M.R. Eastern Division"
1401,"65205 Shankill, D.M.R. Eastern Division"
1402,"65205 Shankill, D.M.R. Eastern Division"
1403,"65205 Shankill, D.M.R. Eastern Division"
1404,"63105 Skerries, D.M.R. Northern Division"
1405,"63105 Skerries, D.M.R. Northern Division"
1406,"63105 Skerries, D.M.R. Northern Division"
1407,"63105 Skerries, D.M.R. Northern Division"
1408,"63105 Skerries, D.M.R. Northern Division"
1409,"63105 Skerries, D.M.R. Northern Division"
1410,"63105 Skerries, D.M.R. Northern Division"
1411,"63105 Skerries, D.M.R. Northern Division"
1412,"63105 Skerries, D.M.R. Northern Division"
1413,"63105 Skerries, D.M.R. Northern Division"
1414,"63105 Skerries, D.M.R. Northern Division"
1415,"63105 Skerries, D.M.R. Northern Division"
1416,"62301 Store Street, D.M.R. North Central Division"
1417,"62301 Store Street, D.M.R. North Central Division"
1418,"62301 Store Street, D.M.R. North Central Division"
1419,"62301 Store Street, D.M.R. North Central Division"
1420,"62301 Store Street, D.M.R. North Central Division"
1421,"62301 Store Street, D.M.R. North Central Division"
1422,"62301 Store Street, D.M.R. North Central Division"
1423,"62301 Store Street, D.M.R. North Central Division"
1424,"62301 Store Street, D.M.R. North Central Division"
1425,"62301 Store Street, D.M.R. North Central Division"
1426,"62301 Store Street, D.M.R. North Central Division"
1427,"62301 Store Street, D.M.R. North Central Division"
1428,"64102 Sundrive Road, D.M.R. Southern Division"
1429,"64102 Sundrive Road, D.M.R. Southern Division"
1430,"64102 Sundrive Road, D.M.R. Southern Division"
1431,"64102 Sundrive Road, D.M.R. Southern Division"
1432,"64102 Sundrive Road, D.M.R. Southern Division"
1433,"64102 Sundrive Road, D.M.R. Southern Division"
1434,"64102 Sundrive Road, D.M.R. Southern Division"
1435,"64102 Sundrive Road, D.M.R. Southern Division"
1436,"64102 Sundrive Road, D.M.R. Southern Division"
1437,"64102 Sundrive Road, D.M.R. Southern Division"
1438,"64102 Sundrive Road, D.M.R. Southern Division"
1439,"64102 Sundrive Road, D.M.R. Southern Division"
1440,"63303 Swords, D.M.R. Northern Division"
1441,"63303 Swords, D.M.R. Northern Division"
1442,"63303 Swords, D.M.R. Northern Division"
1443,"63303 Swords, D.M.R. Northern Division"
1444,"63303 Swords, D.M.R. Northern Division"
1445,"63303 Swords, D.M.R. Northern Division"
1446,"63303 Swords, D.M.R. Northern Division"
1447,"63303 Swords, D.M.R. Northern Division"
1448,"63303 Swords, D.M.R. Northern Division"
1449,"63303 Swords, D.M.R. Northern Division"
1450,"63303 Swords, D.M.R. Northern Division"
1451,"63303 Swords, D.M.R. Northern Division"
1452,"64202 Tallaght, D.M.R. Southern Division"
1453,"64202 Tallaght, D.M.R. Southern Division"
1454,"64202 Tallaght, D.M.R. Southern Division"
1455,"64202 Tallaght, D.M.R. Southern Division"
1456,"64202 Tallaght, D.M.R. Southern Division"
1457,"64202 Tallaght, D.M.R. Southern Division"
1458,"64202 Tallaght, D.M.R. Southern Division"
1459,"64202 Tallaght, D.M.R. Southern Division"
1460,"64202 Tallaght, D.M.R. Southern Division"
1461,"64202 Tallaght, D.M.R. Southern Division"
1462,"64202 Tallaght, D.M.R. Southern Division"
1463,"64202 Tallaght, D.M.R. Southern Division"
1464,"64302 Terenure, D.M.R. Southern Division"
1465,"64302 Terenure, D.M.R. Southern Division"
1466,"64302 Terenure, D.M.R. Southern Division"
1467,"64302 Terenure, D.M.R. Southern Division"
1468,"64302 Terenure, D.M.R. Southern Division"
1469,"64302 Terenure, D.M.R. Southern Division"
1470,"64302 Terenure, D.M.R. Southern Division"
1471,"64302 Terenure, D.M.R. Southern Division"
1472,"64302 Terenure, D.M.R. Southern Division"
1473,"64302 Terenure, D.M.R. Southern Division"
1474,"64302 Terenure, D.M.R. Southern Division"
1475,"64302 Terenure, D.M.R. Southern Division"
